Comment,Sentiment
fact,neutral
job watching nvidia stock go,neutral
sorry disagree remember people flipping year ago driverless vehicle taking professional driver job like tomorrow later nary vehicle road would also argue advent service uber lyft etc probably even driver ever card take course doubt love fear monger without really knowing ai yes change happen overnight slowly take place,negative
teacher grade school level cant replaced kid near guidance ai provide,neutral
spreading fear view one flinchinghow sleep night,negative
impacted doesnt necessarily mean job loss contrary educated people advanced technological knowledge one benefit unlike electrician plumber ai giving u superpower,positive
wity great power come responsibility know people abuse superpower hard others planet something doesnt mean,negative
legend,neutral
cant come together boycott company use ai instead peoplethat would end problem really quickly,negative
asian massagethe job always exist,neutral
want ai take gon na without job homeless,positive
machining ai,neutral
nothing hype ai replacing shit,negative
predict massive back lash protest future well boycott,negative
almost identical information pas onto vocational student ignore second guess bunch people various country within tech design business field know talking listen tiktok video shallow influencers even work area worry opportunity money,negative
im refrigeration construction forman building supermarket way ai take job,neutral
great video information people need stop supporting system keep going path get deserve,positive
great video information people need stop supporting system keep going path get deserve,positive
work forceno money spent,neutral
blue collar worker un phased desk job trouble hear welding going boom bye hollywood,negative
tax robot ubi fund real,neutral
question ai going replace job buy good service company people money grow make profit arent new clothes car gadget computer take vacation live life minimal resource,positive
list crap ai cant therefore wont able next year thats said video safe skill,positive
country distracted election migrant blind real issue ai robot developed rich company want pay employee anymore welfare boycott tesla microsoft investing,negative
anything,neutral
lithium short,neutral
always better understanding,positive
care race job stop supporting robotech ai going automated mcdonalds starbucks,positive
coding replace ai,neutral
learn weld thats going latest line get censored,negative
get better lawyer thru ai healthcare telemedicine person appears real compassionate artist writer totally unnecessary mean think nurse portion even inpatient setting robotics,positive
never job needed one,neutral
best clip could make,positive
oil refinery worker,neutral
please ai hurry take job actually get living genuine human life,positive
usually scammed american,neutral
sign hiring go soon there dont application got online still tell learning disability cant help,negative
nothingburger vast majority job replaced ai world isnt changing rapidly american still working long hour making le money parent struggling afford home yet people think progressing please hurry give cornucopian abundance already truth hit live almost identical except computer spend time staring screen everything changed hasnt,positive
happens throw bucket water robot,neutral
see good thing everytime went ask job never give talking younger,positive
agi new better form life,positive
folk going rush get blue collar skill also see people master soft skill highest paid,neutral
robot replace shitty black give terrible customer service every time,negative
dont even job,neutral
hopefully mlms business,positive
robot take job theyve already taking since year,neutral
salesperson nah one buying stuff robot,negative
ai end civilisation,neutral
work flamenco dance industry one never die,positive
care company slovenia love pakistan people said good worker working free complaining obeying slave,positive
maybe need new system capitalism thought wild obviously cause know people cling dear lifelike possible,positive
maybe eventually yet new generation making le money parent quality life decreasing increasing complete fallacy progressing rapidly peter thiel talk youre interested anyways way need ubi anything except capitalism right cant build house people cure illness system slow progress dont know world live,positive
programmer risk thousand already fired due ai job nobody safe automation threat low education highly educated people incapable anticipating normally however development exponentially accelerating thus impossible predict even expert,negative
yawn fear preventing think rationally look number new generation making le money parent people cant afford home disease increasing decreasing know life getting worse would reality thing welcoming ai instead luddite attitude,negative
pbd automated,neutral
life already ai,neutral
episode here lucy shes replaced computer broke said long there people robot never better always need work believe true,negative
asain got bachelor degree one postgraduate certificate damn,negative
honestly cant wait dealing employee headache especially lazy expensive one work,positive
airoboticsautomation deincentivizes greedy exploitation cheap human labor including child trafficking keeping poor others profit set humanity free,positive
matthew,neutral
like he going say input,positive
state federal tax fica wiped going government assistance call welfare,neutral
course minimum wage robot free except electric bill robot cant sue,positive
complain losing job robot liberal probably call xenophobic well made overseas,negative
im electrician fine time,positive
make sense education equal office work computer replaced program ai much easier cheaper v ex construction worker welder refinery offshore ect easy create robot craft complicated machinery bulky make designer engineer architect design creating machine task would constantly need repair,positive
reason get panam sidency,neutral
year back ai world come accept stay increasing exponentially inflection point history mankindthe technological divide educational language kind division going erased tremendous power would ordinary people hand inaccessible far bring democratization human society way never seen great either use good harm like humanity medieval age question mass right education giving hand eventually evolved everybody equal today kind everyone u access whether others choice one thing certain common man governance ethic guideline law penal code required tell wrong,positive
anam relocation tour jackie,neutral
ill bet ai hurt woman demographic short run make agile bot climb ladder screw nut bolt together top ladder electrician example skilled labor job dangerous strenuous mainly held men take longer automate clerical desk creative first kind automated away think female reason,negative
cant wait talk good ai robot instead rando,negative
various form automation replaced job decade,neutral
craft robot electrical plumbing roofing framing drywall painting cabinet pest control teaching security graphic design photography many one package nah im good,positive
graphic design first ai took though,neutral
illegals laying everywhere,neutral
dont spend anything people plain simple,neutral
wont happen like say people loss money economy go company working ai get customer one,negative
time go list going shrink nothing member working class ubi gaurenteed upward economic mobility necessary otherwise well complete destruction social contract,negative
yes take job principle human limited intelligence ai thats continually getting smarter,positive
principle jesus man reminds communist say communism ideology work matter whatsoever,neutral
really constructive perspective beyond typical fearmongering every change winner loser people ambition flexibility willingness learn,positive
far loser winner,positive
tell new career revolution bring previous revolution didnt replace worker mass often replaced skillset work environment product tool people gained job opportunity time going lose,positive
atomickpixel ive preaching reddit like year lol people denial,positive
atomickpixelthats exactly thinking yes people always scared every new wave technology innovation make job available nobody thought automation could ever replace artist athlete etc advanced tool became year one thing certaina human create art play music cook food write book touch ups editing whatnot done ai may downright people imagine wanting artist sort maybe athlete replaced downgraded robot heck even ejected industry meaningful would lost true sport industry competitive stuff probobly ultimate game changer,positive
demodiumskeep preaching people need aware instead saying usual adapt left behind phrase ive hearing lately im aspiring author,neutral
demodiumskeep preaching people need hear,neutral
work marketing art well hobby side hustle programming data analytics writing etc feel like creative thing think even ai wiggle room human artist come stuff always tweak liking fantasy almost infinite chance took year im ill replaced atleast downgraded taste fruit labor getting good pay senior theintrovertedaspie,positive
tractor machine came werent big need horse rider okay due productivity people load unload accounting drove tractor went repair replaces horse driver loader accountant shopkeeper soon repairman thats think worker go town find new job notice making burger receptionist hotel artificial bank teller screen taxi drive different beast outsourcing thing make u valueable modern society intelligence,positive
greyalien yup,neutral
theintrovertedaspieadapt left behind hive mind debt slav ai agent smith speak assimilate,negative
prevent putting bill ai replacing human,neutral
already took mine used human watching,neutral
number way low people cant accept truth ai coming everyones job,negative
really dont like even question make ai many job possible soon wasnt always dream u fucking human want stop complaining shit finally chance real heaven earth people sceptic screw,negative
already lost job automation,negative
buy let landlord property investor future different guy ai effect,neutral
took job,neutral
robot machine job u get maintain standard living cool however think going relegate vast majority poverty work working class nothing ensues probably make french revolution look like picnic cause head gon na roll one thing everything paper even people tasked enforce law protection fed theyre find world hurt,negative
let take shit job promise well fine called free energy dawn new era everything side fear,positive
good thing im switching control system maintenence building engineering work going maintaining mechanical equipment amazon fixing electrical software issue ai,positive
smart hope everything work,positive
stripper safe,positive
self taught software developer comparing teacher udemy course going use harsher language screw cant stupid everyone wasnt easy good like gold,negative
musk device take hold,neutral
think world economic forum want get rid people im saying nice way,positive
andrew yang tried tell people let hope get ubi wish president,positive
thats plan keep poor edge,negative
job replaced ai robotics business employee resource owner everyone else ready consequence,positive
gon na protect resource owner million angry american armed teeth robot good luck figure destroy field take power supply step gated community fix,positive
ai could also replace people work zoo amusement park,positive
ai getting replaced people might well replace blue collar job like janitor manufacturer thing,positive
wild people mad work ever isnt goal rapidly advancing tech last year destroy planet stuck horse farming,negative
good people wont paying government tax fun time ahead,positive
wan na work ai job,neutral
havent worked year nobody taking job im year retired leaving secondary school,neutral
,neutral
another boomer doesnt care cool,negative
demodiums dead parent homeless,negative
another selfish boomer become antinatalist natalists,negative
wan na sell stuff many people replaced robot purchasing power business,neutral
job fd want work anyhow,positive
talk fast im native english speaker cant listen,neutral
play leverage stopped caring since ive done life amazing,positive
good explainer need change career seeing job disappear two different thing ai affect worker yes progress new industry done since beginning affect well system changing opportunity learn play within,positive
happening bc yall letting happen get allowing nd saying yes robot thinking cute aint laughing ya,positive
let send ai frontline tranche ukraine think soldier glad someone stole job,positive
love patrick,positive
,neutral
hope everybody go homeless,positive
thank god actually skill robot imitate,positive
brother matter much tell thing u people dont care gon na lose job seating couch looking phone day long recognize happened flood,negative
evergreen huh,neutral
dont understand ai substitute high ticket sale representative,neutral
job gon na bankrupt nobody going money buy,negative
field cyber security,positive
theyre screwed cybersecurity computer right lol,negative
tubby_ highly doubt always way find loophole avoid following rule guideline,negative
ww destruction civilization end made robot replace people get job done money,negative
people thought phone computer would change everything didnt learned adapt incorporate everyday life think ai actually create job going need teach use might replaced replacing allow room efficiency still get thing wrong lot dont trust yet anyways,negative
think point ai could advanced enough see pattern human become much better therapist fallible possible get right every time,positive
yes please thank,positive
actually ai future mentality pushing movement nobody bother abt using everyone supporting thats best way slow,positive
need automation half planet population dead need replaced somehow,negative
work casino maintaining slot machine hope ai cant replace job,positive
guess going riot straight jungle,negative
safe job need thinking new paradigm future love,positive
im day trader good,positive
hope happens soon jobsareforrobots,positive
ive hearing since forever ill believe see,negative
safe list false employee hr lol writer artist already done,positive
best ive watched subscribed,positive
im chef safefor,neutral
person put work collecting check robot one terminated qualified enough job get another,neutral
,neutral
andrew yang said running president american cant understand utopia ancestor dreamed heaven hell,negative
jacquelinewalker second ago didnt put together american greyhound owned german company germany said corporation debt selling company country musk buy everything corporation breaking america country people life elon government alone getting asset dont want trump someone property tearing union state apart infecting follow money congress supposed working protect player work using inside stock market whatever bail self stay top nancy one joe another else involved wake reason immigrant etc,positive
least one could rest assured restaurant fast food served fresh clean without foreign human contamination wont get billed incorrectly scammed youll service expect pay vote bring ai human become lazy untrustworthy wish replace domestic worker caregiver robot heck think single programmed multifunction cook cleangardeningand much hope tesla available soon fire,positive
nurse,neutral
job shitty robot human would take im fine,negative
tell teacher going automated already using ai generate lesson plan aboard hype train regard make life easier next year see teaching class kind per hour hall monitor sits keep kid check try get rowdy automating way right job imo,positive
crime gona career left world going shit think forget law thermodynamics affect system government aswell,negative
anything computer fucked,negative
good ai start paying bill allow real human live free dumbest existence pay living whole universe every development discovery make people planet earth alternative name money,positive
extremely conservative prediction maybe right,neutral
thats strange heard asian thought doctor engineer,negative
fortunately job safe long time well get robot smart enough drive attach hose watch meter go inside troubleshoot whats wrong sometimes climb ladder pull top tank building tanker driver,positive
work construction think im pretty safe,positive
way really work service made drastically cheaper consumer like original industrial revolution cant offer people large subset customer base longer afford also make sense lower price affordable produce rather lose sale,neutral
mean look real world ai taking job since kicked robot port factory build paint car putting everywhere think unemployment high struggling economy give year really set see go permanently unemployed,negative
andrew yang right yanggang andrewyang,neutral
taking job enough propaganda ai barely stop lying giving fake data tell u job replaced itll scare lower salary fear without human nothing get rid feed,negative
people getting wrong ai fail lot job list,negative
robot doesnt pay tax,positive
switched career audio engineer data one best decision ive ever made,positive
far found ai art made poetry boring need adjustment human,negative
ai goodbye dont create food produce energy build shelter infrastructure use,positive
ai replace useless administration theoretical onlifans girl thing past male already designed feminine bot,negative
also missing military country always want go war,negative
great video,positive
bruh ai replace woman end fucking robot future haahhaah,neutral
going smart become software simulation,positive
black wont able rob mcdonalds,positive
robot take job,neutral
valueless podcasts shattered cmon unsubscribed month ago youtube,negative
good job vid patrick well done,positive
im sitting talking like well still need work basically human slave race exist dont anymore think billionar island timing know keep people bad food serve car dive front door building clean make cloth wear make bed sleep point pay somthing understand weird mindset money self become dated trading fur game may differen currency take place credit itll hard anyone want hire maybe thinking one thing go along walmart hr start back,positive
like water able conform form prefer stay together thatailife,positive
ask stupid question real estate investing business dont think ai touch fool,negative
well hell going buy product arent working make money robot dont eat burger,negative
japan ahead game year robot used hospitality industry fast food dining hotel etc,neutral
like job usa think make sense aspect medicine dont get tired mistake drop lot better disinfected wont sick others multiplied case emergency faster speed practically free compared paying medical wage would afraid industry,positive
china way ahead japan robotics got back shanghai maid waiter hotel lobby manned robot absolutely amazing watch robot make bed really usa every,positive
sew_gal sure chinese person robot disguise china reputation kind stuff,positive
,neutral
city,neutral
break lot load issue work production heavily us robot machine bug quite mean almost everyday cost million dollar,neutral
thats highest suicide rate world,negative
east asia built different,neutral
sew_gal doesnt sound credible searched robot exist,neutral
,neutral
sew_galatleast robot didnt makeout bed,neutral
oh shut truethey coming bullshit washroom woman job,negative
exactly kind guy think smart isnt really fall con easily whether trump hype behind ai,positive
walk place kioski turn around outi dont shop walmart check selfi understand difference need want,positive
respect,positive
technology job lost new way living create ever car replaced many industry created,positive
technological revolution completely different creating new machine life form much capable human human become obsolete year,positive
commercial digital artist illustrator already replaceable non use ai,neutral
ive tech long time laugh normies paranoid ai change thing sure everyone understands much overhype going still cant solve basic intermediate level coding problem amazing whole acting like skynetsingularity laughable,positive
perspective seems focus solely current ai capability underestimating rapid pace investment advancement field hold enormous potential capable near future even job isnt directly impacted broader economic effect including mass unemployment increase competition job across profession affecting everyone indirectly,positive
get one life make happy,positive
notice hrmanager safe regular pp fucked,negative
job replaced ai replace customer alsoif people loose job buy stuff,negative
time institute universal basic income without job safe actually want think finally ability choose life freedom,positive
dude expert extremely wrong lawyer replaced already doctor supervised robot thats definitely management old understand really happening,negative
hopefully first job replace insurance sale,positive
unfairwhats point going school get job replaced need change education system still using outdated century old technology constantly getting updated,neutral
give u life back yeah want,positive
gimmick guy,neutral
reject video premise research hype,negative
thats skynet realtime usthe terminator movie,neutral
running agency need four le employee ai,neutral
ney predicted,neutral
ai take job girlfriend car,neutral
,neutral
research questionable contradicting,negative
agreed,positive
dawg look like created script ai basic everything stated everyone already know,positive
start cleaning table ear mcdonalds people keep job,neutral
much agree ai take serious threat future workforce becomes dominant also believe government step regulate help people keep job,positive
yeah right paying attention government last year every policy ment hurt american help,positive
ai faster decently keep human,neutral
communism coming good look,positive
give break look around man government planning u making killing inflation funding world leaving american struggling wake,negative
limit automation government owned corporation dont best interest mind,negative
rome,neutral
many people actually want kept job though suspect income sort actual job end day,negative
johntowers bread circus guy,neutral
government ai,neutral
insurance company,neutral
like robert kiyosaki said job broke one impacted people business fk job learn lesson taught go hustle stop asking someone pay,negative
slave profitable get doesnt mean used,positive
funny educated one contributing downfall average people dont used cellphone refuse use ai establishment keep job safe make much money save welcome equality,positive
someone work accounting absolutely replace tax professional ai sure artificial intelligence make easier accountant never replaced,positive
giga cope,neutral
woman revert making content downright sell,neutral
im mechanical technician ill one last replaced lolz,positive
human social animal need around mental health man island,neutral
notice state job wont affected according opinion job mentioned beneficial wef teacher indoctrinate next generation create slave lawyer judge needed keep people confused illusion law system isnt arbitrary right mention automated might actually see consistency enforcement director manager ceo well somebody need direct hr give company associated govt shit psychologist psychiatrist everyone perpetual need drug fuckin get diagnosed something loosely defined say bipolar disorder thats backup plan incase ya lippy decide speak attack credibility suggest crazy surgeon want organ better way make le certain surgeon tell plastic surgery feel confident become transgender allow cut genitals cant baby slip computer analyst obvious reason including spying activity artist writer risk ai making black founding father plus medium propaganda unbelievable,negative
retail robot dont wear clothes restaurant eat uber car driving computer anywhere go get rid job billion dollar business collapse,negative
fan ai steal job stripper safe,positive
dont understand blue collar job included one want carpenting plumbing electritian etc high demand robotics replace plumber time soon long shot,negative
advancement robotic move exponentially like ai wouldnt sure,positive
landgraf true robotic advancement move fast something else consider capital cost introduce robot first world country possible utilize let even talk rd country gdp really low plus still huge due electricity consumptionlike collect fruit ai white collar job undoubtedly faster automated manual labour keeping chatgpt server costly robotics another level assume didnt take consideration,positive
mozescodes first robot become advanced every robot aid production new drastically ramp bring cost manufactured autonomously second true agi achieved energy wont much concern anymore abundant due rapid breakthrough like example optimal battery super conductor reactor design,positive
landgraf agreeable well first loose job white collar employee saying tech still behind chatgpt already available mass manual worker close year,positive
mozescodes agreed blue collar take longer automate thing move fast unpredictable thats nature exponential improvement,positive
future robot technician right,neutral
please take job automotive tech,positive
get trade,neutral
ya saya telah mengetahui benar moses cross tetapi mana kok tidak pernah melihat wajahnya lalu sebenarnya siapa di orangnya,neutral
ai cause people work say nobody want,positive
im rn unless outbreak health good,positive
best time learn plumming joinery,positive
learn along office job much time,neutral
thebrave night class,neutral
le job machine malfunction need update repair quality product day require extended warranty bought due purposeful poor craftsmanship see reason worried,negative
say devs getting automated,neutral
economist forecaster make prediction,neutral
showing result calculation show formula number come,positive
im good replaced lifetime,positive
pronoun ai identity,neutral
,neutral
unemployed youtubers hoping subscriber predicting future tell u one goldilocks three bear,positive
ai create beautiful music youve ever listen musician list,positive
yes prepared,positive
trade job never taken away arent going allow robot drywall fix grid replace pipe home,negative
automate well additionally competition intensify large wave worker whitecollar job laid migrate bluecollar job market pay decrease due ai automation even doesnt directly affect,positive
teacher mean glorified babysitter kinder h replaces need ppl control child parent go work,positive
people work,neutral
ai sex robot replace human trafficking sf,neutral
ai going help,positive
crispy clear point,positive
comment people need taylor swift concert actually dont never go worship god way behave identical act black church getting incredibly emotional physical gesture make money cult leader swifties hive mind ability think independently really bad example sport would better typically thinking whereas emotionally react god word action lol,positive
focusing goddamn minority group robot uprising would affect racistsexist thing people could obviously need take sledge hammer technology point reset,negative
take deep breath big guy unnecessary drama get view,neutral
went conference marketing ai expert predicted job assisted nobody thought replacement still pretty dumb,neutral
ai gig prosser speed fake,negative
low skill job level robot come,negative
would happy know ai working mcdonalds least wouldnt mistake bot taking order told time said coke actually understand english job better suited,positive
ai enemy allow people work job theyd prefer painting dancing creating many million upon injure decrease standard life may scary world already changing accommodate need wake see whole picture think unn kim gougen,negative
wont job left human cyborg capable holding job near future moreover painting essentially become meme ai already taken domain,positive
teacher safe need adult supervision classroom robot doesnt count lol,positive
yall slow asf good thing robot take da laboras long dnt still got ta pay bill bc would doin labor,positive
good finally get burger downright correct,positive
ai fix leaking faucet build deck install floor worry teck guy call change light door knob handyman type skill become valuable feed family wife stay home sometimes need help cant find youngster read tape measure,positive
point let hope north korea introduce green card lottery crazy world live,positive
ai take job amazon business create nice loop economic system need elon musk chip brain full control,positive
real talk,neutral
wouldnt mad ai could replace job teacher guess would explode dealing kid,positive
ai taking job happy right jobless friend also comparison nothing worry,positive
ahead curve bro learn survive sell course new jobless lol,positive
able eat place live,neutral
become sharecropper,neutral
comparison nothing worry honestthis might save world depression suicide rate go social pressure keep,negative
brandonbrooks probably gon na live like tarzan,positive
company stop producing thing there customer employee richpowerful close gate fully automated compound end game mass scramble figure subsistence agriculture access seed,negative
wary_of_extremesi think next big oil seed grow food hope controlled wealthy heard billionaire purchased million acer agriculture land farsighted thus create resentment ordinary seed inflation rise future interestingly would like ask chat gpt paint scenario make clear u,positive
sheep,neutral
built back workerclass laborer chemist engineer physicist machinist etc surely know best way eliminate threat seen many hollywood movieswary_of_extremes,positive
vaibjsjd hope controlled wealthy heard billionaire purchased million acre agriculture gon na protect land robot would shame water used irrigation got something build giant wall abandon people start going fully nuclear building enough dirty bomb make planet uninhabitable,negative
wary_of_extremesmore like rich society rest potentially war errupt,positive
brandonbrooks farmer nobody need technology anymore cuz afford anyway back nature love animal,positive
entertainment become individualized instant plug find purpose virtual environment maybe already living meaningcentered experience,positive
part around people speak dont like gay,negative
best future job become ai boosted therapistthis going get crazy fast,positive
dont think company thinking one job make money,neutral
every new tech create job theyve make ubi,positive
uk million car worker le produce car,neutral
wouldnt worry much technology evolves job evolve happens every new form keep learning studying subject get stagnate,positive
way automate software sale people process complex,neutral
driving also complex theyve done,neutral
ai benefit employer hate capitalism need greedy,negative
dont make u wait take job,neutral
usually like video one,positive
politician safe,positive
wait allready making surgery robot psycology ai,neutral
people often think robotai cant job many case true would remain sometime problem power simply change way thing done order accommodate technology maximise profit may like restaurant service robot arent restaurant served human,positive
always restaurant human worker insane,negative
least wont tip anymore,neutral
itll alot cleanerhygienic robot made food served dont mind,neutral
undertakerdo know food often isnt corporate barely pay train employee run shift least amount people,neutral
artificially making farming impossible workingclass people,neutral
going pay robot numbnutsundertaker,negative
certain restaurant still human interaction customer would go depends really value one go change back employing worker get react,positive
need lot manual labour ai welcome replace job drain cleaner rubbish collector toilet cleaner like,positive
take job go rich people,positive
wow became valuable letting another damn person devalue,positive
work one big four bank australia ai delivered admin,neutral
long till youre work,neutral
thanks god always sorry bastard data entry,positive
ai great deflationary effect become productive price go down eventually work optional,positive
many poorly planned system need human agi norm people safe worked technical environment volume mistake require human intelligence see large ai take,positive
agi probably lot closer people think point id relatively surprised abouts next decade,positive
ai cant hard work,positive
literally almost half people become unemployed mass riot civil unrest etc,negative
im ai engineer dont worry guy job safe,positive
cant eait mcdonalds deby service vecause family isnt diverse enough,neutral
agree human design interact,positive
thanks pat,positive
thank pat,positive
algeria year school typical man devoted religion islam im extremely inpatient future getting really weird faster never stay safe,negative
hr gone,neutral
need security fight mob,negative
new world going reward creative people disincentivize drone running show long time thinker finally,positive
barber wont affected,positive
human best serve ai battery,positive
know ai achieved agi moment decides treat human like cow pig chicken profit making commodity,positive
aigenerated interactive teacher going amazing every student learn pace lesson continuously adapt student progress human shift towards babysitter,positive
teacher going thing past soon brain implant people direct connection ai internet need memorize useless math formula date,negative
pat love elon musk,positive
youll nothing happy,negative
reverse anyone trade practical creative skill le affected marketing finance law going blood bath,positive
keep dreaming,neutral
im currently finish st year film television production bachelor degree mean studying absolute waste time future video editing ive singer year decided learn new skill professional level passion thinking,positive
people need stop complaining ai job loss start talking job created instead think tank time man know whats,negative
imagine paying million education boom replace bot lol bad,negative
itd great provide link wef pwc report googled worry feedback content,positive
well make perfect sense educated employee expensive employ,positive
idk warehouse worker like let say amazon replaced ai lot employee work also buy thing get paid rid half people wouldnt cause would money lost,positive
interesting see automation affect wage job safe,positive
muslim believe people affected anything change reality positive selfish,neutral
agree lot pbd said especially continuing learn adapt honestly though think job lit safe near future thing happen slow speed technological advancement however long haul rate pretty predictable zoom people asked ray kurzweil made many accurate prediction responds he psychic math according mathematically compute power reach call singularity ai much human next couple decade see change advance task eliminated automation part cant yet automated example lawn mowing service may mower cut vast majority customer yard walking around companion app placing electronic beacon create temporary electric fence edge make everything else look nice,positive
million worker lost replace would possible automation necessity rather replacement,negative
im trade good,positive
would argue job involves sort emotional attachment never ne replaced ai machine posse emotion since interily based logic wheres machine purely,positive
think ice cream machine breaking problem wait robot start break food,negative
autobody tech think safe,positive
human like people mean ai also simulate mobile app store already flooding virtual boyfriendgirlfriend apps beginning maybe future isnt real human interaction rather artificial,positive
ai take minimum wage job illegal immigrant teenager government able argue arent hired anyone must subsidize survival instead oh dont know deporting,negative
think work industry easily replace ai yes people dont want anyways happy working home way job great knowing replaced worry enough passive income coming even get laid fine teacher first lose job believe kid education teacher online learning werent anything new learn need real life many really work make one stream truthfully take far taxed know went topic put lost,positive
early th century woman working private public research facility consulting agency called calculator first monster calculating machine created entire job family completely wiped giant work free instead replaced machine many learned operate troubleshoot became expert new job result moral story dont replaceable flexible adaptable sit complaining loosing havent tapped key skill youre losing create one there always problem solve,positive
actually service creat ai replace machine fix think little bit time tech evolving fast might able hold job month create job,positive
automate well additionally competition intensify large wave worker whitecollar job laid migrate bluecollar job market pay decrease due ai automation even doesnt directly affect,positive
logical response insane minimum wage law california new per hr fast food worker,negative
teacher job save robot surgeon safe automation operation dentist use people teeth general practitioner lose ai nurse replaced rbots robot made fix robotts million people every first world country looking minority available like andrew yang others said need universal basic income going continue money buy thing everyone need survive would nicer lived starvtrek captain picard greed gone dont livrs peace help st century many greedy government big business narcissistic hoarder look homeless hungry laugh counting havecsaved paying wage human,positive
million job world wide,neutral
clue job lost near future title job brain power main employment factor robotics way behind work manual relatively chaotic environment construction safe,negative
quick learn plumbing eletricial carpentry,neutral
worth every time click youtube vid bunch image ai voice narration frustrating,negative
next generation people trained want around time believe one care big crowd anymore,positive
willing adapt,neutral
get here thing,neutral
since year old would always tell college wasnt necessary unless wanted doctor astronaut dropped got ged passed without studying lol practice test teacher lady said think youre ready highest score ive seen first thought wow mofos really stupid nowadays anyway kid say yeah isnt important learn work hand trade job best whatever want turned im starting landscaping business last year realized consider world mucking horse h lastly never get tired love hearing people burned need break psh fu outta,positive
great early retirement everyone sooner ai robot take job better poverty solved also people dont like need optimus per person end human labor forever unless want work create something course transition period next year might tough though hope find solution fast possible deflation price good service one best option starter thing cheaper human making,positive
know would never replaced plumber hvac electrician machine technician auto mechanic basic yet high paying career,neutral
unemployed engineer compete trade job wage depression,negative
adhdrs safe skill even rise,positive
simpson planning next episode,neutral
happens people money buy anything ai take everyones job lol,positive
everyones job replaced ai different time matter especially teacher figure way teach million effective take le time thus eliminating need even go school going able thing cant imagine look like magic u comprehend people future wont know work idea sound silly,positive
yeah doubt dont even believe ai ever self aware pipe dream,positive
give tip robot serving sorry,negative
slow burn affected job im thinking take year thing really affect long people time see coming slowly switch career something safe issue certain industry saturated happens pay go le open,positive
safe job already robotic surgeon controlled human,positive
there time think negative positive im moment,neutral
nothing,neutral
loved video,positive
willing settle canned intelligence expose level,positive
currently working oil field midwest let tell make figure year zero college education,neutral
automate well additionally competition intensify large wave worker whitecollar job laid migrate bluecollar job market pay decrease due ai automation even doesnt directly affect,positive
much misinformation video,negative
ai hurt lazy socialist welfare surfing couch potato,negative
everything interconnected even youre safe people unemployed go welfare vote socialism commit crime etc there also competing job lowering wage housing market collapsing took world,negative
well fight robot john conor lead u,negative
southpark newest special covered well,positive
never better time go trans,negative
life evolutionary step choice,neutral
thats great news,positive
thank god trust robot entitled gen,positive
longer go woke broke robot refuse pay,negative
hispanic male without high school diplomaim safer,positive
professional managerial class pmcs evidence likely npc video game ai enhanced version literally game life predictable pmc easiest replace fall line algorithmic nature im facetious course partially knowledge job easy tech there kernel truth pun intended susceptible obsolescence bring nothing table come sentient thinking,positive
ai take accountant job kiss finance law pharmacist telemed goodbye,positive
fyi podcasters toast,positive
hair dressersstylists makeup artist cook nanny caregiver medical profession still job,neutral
fear losing job ai financial auditor blown,negative
would leave job today,negative
important note pew research center article talking exposure replacement also agree people need quit thinking college way certain portion population still need go institution higher learning order perform technical job easy say though woke mind virus spreading campus absolutely disgusting,positive
love funny regarding art think generic going replaced first creativeabstract harder musician good thing someone making project need background music gon na accessible indie project much easier develop idea time realize without needing lot technical skill well established need specific idea greater attention detail created artist intentional decision,positive
im teacher safe always place dump kid bit also need teacher administrator keep breaking tech,positive
think whats important going benefiting ai job replaced human somewhere else continue living,positive
let hope get correct order soon im definitely gon na ok,positive
great content man yes happen give life better everyday matter,positive
many political left belonged managerial class would glibly callously tell blue collar lost job learn code going get comeuppance soon collar worker telling white elitist use wrench,negative
love channel,positive
tryna figure im gon na become nurse dont like people coughing blood general ai job cut,negative
job literally shiring indian agent trying u train ai tool problem able work irregular issue yet wich majority time customer come likely already done basic jack as hire doesnt understand coworkers made decision bad number cant say company fortune hope figure go,negative
business development manager sale thing interesting distinction wasnt made since job replaced,positive
neither replaced,neutral
sneakyninja probably straight away need someone sell ai business,positive
sneakyninja recommend checking david shapiro every company tech application use ordering data consolidation company phenomenal ai prevision service product change left job nostalgic king influence better sale person know technique depending access need weakness,positive
eventually maybe sooner gon na like scene star war episode droid factory cpo say machine making oh perverse,negative
golden rod classic,neutral
blue collar job secure right,positive
dauphin river first nation manitoba canada,neutral
lake st martin first nation manitoba canada,neutral
life long learning jist said people bachelor going affected went back school,negative
im ethical hacker ie cybersecurity expert ai cant take job help improve work taking,positive
artist writer literally first job ai gon na take quit lying roflmao getting better worse,neutral
top earning job gone soon ai get tradeyou earn ambitious,positive
read player piano written kurt vonnegut jnr world engineer run machine work,neutral
probably learn adapt use ai advantage conservative need stop luddite disappear obscurity faster democrat abort,negative
ok thanks scaring u solution,positive
summary key point impact ai job significant estimate suggesting million replaced certain demographic asian projected affected others specific like customer service representative accountant salesperson likely automated profession teacher lawyer judge deemed safe disruption essential skill rise era include creative thinking analytical technological literacy resilience highpaying machine learning engineer highlighted lucrative opportunity additional insight observation everything life leverage including career position economy statistic show men white individual high school diploma exposed world economic forum emphasizes importance constant soft agility anticipation navigating aidriven job market concluding remark evolving landscape present challenge workforce focusing continuous developing staying agile success crucial adapt innovate anticipate future trend thrive rapidly changing generated using talkbud,positive
